# WSCAD Universe'den indirilecek part numaralari
# Kaynak: ureticilerin KENDI katalog PDF'leri -- hicbiri uydurma not
# 3D (.stp) modeli olmayanlar WSCAD'da inmez; inen bozuk dosyalari audit_batch.py eler

### PHOENIX CONTACT -- 807 count (elimizde OLMAYANLAR; UT/UK vidali agirlikli)
3060186	
3060199	
3060209	
3060212	
3060225	
3060238	
3060241	
3060254	
3061295	
3061305	
3061318	
3061321	
3061334	
3061347	
3061350	
3061363	
3062074	
3062087	
3062090	
3062100	
3062786	
3062799	
3062809	
3062841	
3064014	UT 4-TWIN-MT P/P 3
3064030	UT 4-TWIN-TG P/P 3
3064056	UT 4-TWIN-MT P/P 3
3064072	UT 4-TWIN-MT P/P 3
3064098	UT 2,5-MTD P/P 306
3064111	UT 2,5-MTD P/P BU
3070037	UT 4-PE/TG P/P 307
3070121	UT 6-T-HV P/P 3070
3070147	UT 6-T-HV 3070147
3070150	UT 6-T-HV 3070150
3070320	
3070367	USST 6-T 3070367 50
3070370	USST 4/10 3070370 50
3070383	USST 4/10 3070383 50
3071049	
3071052	
3071065	
3071078	
3071082	
3071095	
3073021	UT 4-TWIN-MT P/P B
3073047	UT 4-TWIN-TG P/P B
3073063	UT 4-TWIN-MT P/P B
3073089	UT 4-TWIN-TG P/P B
3073270	UT 4-TWIN-MT P/P B
3073296	UT 2,5-TG-P/P BU 3
3073869	UT 4-TWIN-TG P/P 3
3073872	UT 4-TWIN-TG P/P B
3075870	
3075896	
3075919	
3075935	
3075951	
3086021	
3086034	
3086047	
3086063	
3100017	
3100020	
3100046	
3100059	
3100062	
3100075	
3100091	
3100101	
3100305	
3100318	
3100321	
3101016	
3101029	
3101087	
3101090	
3101113	
3101126	
3101139	
3101197	
3101223	
3104013	
3104097	
3105012	
3107010	
3109018	
3110117	
3110418	
3110515	
3113771	
3118012	
3118096	
3118135	
3118203	
3121012	
3121025	
3190124	
3190137	
3190195	
3190205	
3190247	
3190302	
3190386	
3190438	
3190441	
3190454	
3190506	
3191013	
3191026	
3191039	
3191217	
3191327	
3191330	
3191372	
3191408	
3191437	
3191699	
3192038	
3192054	
3192067	
3192106	
3193011	
3193134	
3193147	
3206131	
